Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T051_006,SE_T051_007,SE_T051_008,SE_T051_009,SE_T051_010,SE_T051_011,SE_T051_012,SE_T051_013,SE_T051_014,SE_T052_001,SE_T052_002,SE_T052_003,SE_T052_004,SE_T052_005,SE_T052_006,SE_T052_007,SE_T052_008,SE_T052_009,SE_T052_010,SE_T052_011,SE_T052_012,SE_T052_013,SE_T052_014,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006
37189,05000US37189,"Watauga County, North Carolina","Watauga County, North Carolina",nc,50,0,ACSSF,107,,,,,37,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51903,51903,166.06,312.5558018,12905,1550,2441,17,101,1690,891,395,1330,1217,36,1807,471,959,11383,1371,2774,361,44,1568,348,684,1915,1957,14,13,225,109,12905,7404,2729,1888,807,77,11383,6125,2794,1150,1238,76
37191,05000US37191,"Wayne County, North Carolina","Wayne County, North Carolina",nc,50,0,ACSSF,108,,,,,37,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124093,124093,224.3644,553.0869548,26234,3463,2498,280,908,934,1212,335,2528,1329,1421,4748,3375,3203,24586,2489,6359,1690,195,1749,610,1574,2721,3970,574,193,1706,756,26234,18101,4339,2939,806,49,24586,15963,5785,1260,1512,66
37193,05000US37193,"Wilkes County, North Carolina","Wilkes County, North Carolina",nc,50,0,ACSSF,109,,,,,37,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69093,69093,91.60149,754.2781387,13819,1402,1263,87,269,356,794,80,1593,1381,366,2255,2051,1922,12205,1155,2712,1032,41,876,493,387,1329,2723,24,76,981,376,13819,10022,1275,1930,570,22,12205,8386,2118,777,912,12
37195,05000US37195,"Wilson County, North Carolina","Wilson County, North Carolina",nc,50,0,ACSSF,110,,,,,37,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81499,81499,221.3598,368.1743329,17163,1979,1808,199,674,743,1060,166,1673,1112,631,2901,2294,1923,16745,1598,4594,1099,120,995,598,612,1771,3507,227,83,1267,274,17163,12688,1887,1761,785,42,16745,11606,3109,728,1289,13
37197,05000US37197,"Yadkin County, North Carolina","Yadkin County, North Carolina",nc,50,0,ACSSF,111,,,,,37,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38101,38101,113.7924,334.8291899,8601,992,859,0,297,184,497,169,519,548,167,1885,896,1588,7626,822,1787,667,33,457,126,298,838,1631,57,25,590,295,8601,6433,813,1103,252,0,7626,5185,1201,474,754,12
37199,05000US37199,"Yancey County, North Carolina","Yancey County, North Carolina",nc,50,0,ACSSF,112,,,,,37,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17662,17662,56.50082,312.5972167,3868,353,432,0,440,83,233,19,294,150,50,780,521,513,3125,318,884,306,6,194,44,213,330,583,0,18,131,98,3868,2427,674,565,198,4,3125,1599,806,272,437,11
38001,05000US38001,"Adams County, North Dakota","Adams County, North Dakota",nd,50,0,ACSSF,13,,,,,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,2339,2.368321,987.619365,713,221,101,5,0,23,8,2,24,13,69,149,53,45,584,71,184,28,14,47,26,8,62,128,0,1,8,7,713,338,61,252,59,3,584,269,132,49,130,4
38003,05000US38003,"Barnes County, North Dakota","Barnes County, North Dakota",nd,50,0,ACSSF,14,,,,,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11096,11096,7.439222,1491.553845,3212,615,391,34,103,103,96,50,281,127,177,599,338,298,2603,268,717,231,22,202,56,173,205,470,14,15,183,47,3212,1787,567,760,92,6,2603,1248,674,258,410,13
38005,05000US38005,"Benson County, North Dakota","Benson County, North Dakota",nd,50,0,ACSSF,15,,,,,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6764,6764,4.870715,1388.707889,1295,396,72,0,43,30,72,20,48,27,59,164,153,211,1193,157,270,35,20,139,68,97,80,234,11,12,28,42,1295,671,283,306,26,9,1193,621,378,67,127,0
38007,05000US38007,"Billings County, North Dakota","Billings County, North Dakota",nd,50,0,ACSSF,16,,,,,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,855,0.7442204,1148.853162,303,75,16,0,15,33,4,0,2,3,8,85,28,34,213,58,37,0,0,17,9,14,24,32,12,0,8,2,303,112,46,100,41,4,213,87,40,36,50,0
38009,05000US38009,"Bottineau County, North Dakota","Bottineau County, North Dakota",nd,50,0,ACSSF,17,,,,,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6579,6579,3.94325,1668.420814,1859,445,114,17,63,22,85,45,143,72,56,463,109,225,1362,131,323,34,0,160,61,124,161,327,11,18,12,0,1859,996,302,468,86,7,1362,723,262,174,198,5
38011,05000US38011,"Bowman County, North Dakota","Bowman County, North Dakota",nd,50,0,ACSSF,18,,,,,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192,3192,2.747444,1161.807218,915,204,79,0,40,6,13,0,66,16,5,353,39,94,751,106,156,55,5,80,37,54,82,129,5,19,10,13,915,531,138,206,37,3,751,396,155,96,101,3
38013,05000US38013,"Burke County, North Dakota","Burke County, North Dakota",nd,50,0,ACSSF,19,,,,,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145,2145,1.943696,1103.56764,661,143,35,0,35,7,20,0,38,15,16,217,41,94,438,46,80,42,4,73,27,7,36,105,6,0,0,12,661,434,56,151,16,4,438,234,92,44,66,2
38015,05000US38015,"Burleigh County, North Dakota","Burleigh County, North Dakota",nd,50,0,ACSSF,20,,,,,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86111,86111,52.74298,1632.653198,24474,3766,4460,206,506,673,918,287,2390,1735,232,5602,1652,2047,23783,3289,6870,1336,151,1336,497,1797,2221,5495,13,174,350,254,24474,16014,4106,2588,1750,16,23783,13408,5059,1478,3800,38
38017,05000US38017,"Cass County, North Dakota","Cass County, North Dakota",nd,50,0,ACSSF,21,,,,,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158041,158041,89.54483,1764.937215,48500,7767,9192,318,549,2057,1475,623,5691,3269,536,7395,4045,5583,44261,6518,12158,1807,367,3631,1347,2832,4766,9191,85,154,882,523,48500,35273,5503,4554,3129,41,44261,27364,6646,2209,8007,35
38019,05000US38019,"Cavalier County, North Dakota","Cavalier County, North Dakota",nd,50,0,ACSSF,22,,,,,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,3922,2.634423,1488.750879,1144,365,133,0,15,1,4,11,106,41,110,131,49,178,808,82,228,48,0,42,23,52,72,229,6,14,3,9,1144,573,130,413,20,8,808,448,186,56,117,1
38021,05000US38021,"Dickey County, North Dakota","Dickey County, North Dakota",nd,50,0,ACSSF,23,,,,,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234,5234,4.625839,1131.470484,1424,281,145,20,2,60,62,1,162,49,94,242,121,185,1287,144,335,135,0,135,52,69,82,241,13,6,54,21,1424,872,97,327,82,46,1287,753,171,118,215,30
38023,05000US38023,"Divide County, North Dakota","Divide County, North Dakota",nd,50,0,ACSSF,24,,,,,38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239,2239,1.775876,1260.786271,718,318,28,0,35,8,25,0,37,18,45,130,22,52,512,81,115,17,1,57,22,45,51,102,7,5,7,2,718,254,110,337,17,0,512,249,132,92,39,0
38025,05000US38025,"Dunn County, North Dakota","Dunn County, North Dakota",nd,50,0,ACSSF,25,,,,,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,3965,1.97415,2008.459579,1165,297,47,4,21,69,58,0,56,25,59,267,85,177,824,135,137,17,9,128,41,22,72,160,27,0,42,34,1165,547,191,330,80,17,824,337,195,116,159,17
38027,05000US38027,"Eddy County, North Dakota","Eddy County, North Dakota",nd,50,0,ACSSF,26,,,,,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,2379,3.775168,630.1705923,685,201,75,0,11,4,30,10,28,23,74,110,40,79,547,65,162,73,9,23,26,56,18,90,3,3,16,3,685,318,101,240,26,0,547,204,140,40,160,3
38029,05000US38029,"Emmons County, North Dakota","Emmons County, North Dakota",nd,50,0,ACSSF,27,,,,,38,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,3491,2.311255,1510.434773,893,289,72,4,7,25,15,3,82,10,93,163,24,106,735,120,139,86,3,59,22,37,57,172,4,13,12,11,893,378,105,365,26,19,735,411,156,87,69,12
38031,05000US38031,"Foster County, North Dakota","Foster County, North Dakota",nd,50,0,ACSSF,28,,,,,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,3364,5.293865,635.4525689,1019,246,65,0,18,17,51,4,94,20,30,150,133,191,752,105,204,56,7,49,18,31,100,142,23,0,13,4,1019,572,144,273,30,0,752,441,105,53,149,4
38033,05000US38033,"Golden Valley County, North Dakota","Golden Valley County, North Dakota",nd,50,0,ACSSF,29,,,,,38,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,1812,1.810576,1000.786228,474,137,20,11,0,43,23,13,30,18,42,79,3,55,462,61,125,25,0,32,6,39,56,86,18,7,0,7,474,218,65,144,39,8,462,201,129,63,53,16
38035,05000US38035,"Grand Forks County, North Dakota","Grand Forks County, North Dakota",nd,50,0,ACSSF,30,,,,,38,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68144,68144,47.44162,1436.376002,19690,3219,3623,117,437,1059,901,421,1827,1474,429,3156,1105,1922,17564,1784,4706,915,78,1551,726,1441,1821,3643,105,166,371,257,19690,12076,4326,1667,1600,21,17564,9307,3969,909,3329,50
38037,05000US38037,"Grant County, North Dakota","Grant County, North Dakota",nd,50,0,ACSSF,31,,,,,38,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,2363,1.424233,1659.13914,712,332,24,0,5,4,11,15,29,10,42,112,71,57,543,74,117,46,4,46,20,47,22,131,7,0,21,8,712,237,58,362,43,12,543,239,126,69,103,6
38039,05000US38039,"Griggs County, North Dakota","Griggs County, North Dakota",nd,50,0,ACSSF,32,,,,,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,2348,3.312572,708.8147497,670,201,38,0,5,10,16,0,82,23,36,122,75,62,543,76,102,48,0,29,10,41,80,130,0,0,20,7,670,327,70,236,28,9,543,287,73,76,101,6
38041,05000US38041,"Hettinger County, North Dakota","Hettinger County, North Dakota",nd,50,0,ACSSF,33,,,,,38,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,2575,2.274291,1132.22119,662,239,36,0,10,7,13,5,50,24,49,133,33,63,520,86,95,42,9,59,9,13,54,108,9,4,19,13,662,307,90,226,29,10,520,306,101,71,36,6
38043,05000US38043,"Kidder County, North Dakota","Kidder County, North Dakota",nd,50,0,ACSSF,34,,,,,38,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434,2434,1.801376,1351.189185,755,296,55,0,3,9,24,0,57,25,54,103,16,113,567,86,124,17,3,51,46,43,20,139,16,4,5,13,755,317,87,328,22,1,567,292,132,95,48,0
38045,05000US38045,"LaMoure County, North Dakota","LaMoure County, North Dakota",nd,50,0,ACSSF,35,,,,,38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4127,4127,3.601401,1145.942953,1203,399,78,9,18,12,21,12,84,39,60,244,102,125,903,111,211,77,2,81,40,29,58,220,4,3,53,14,1203,576,119,430,55,23,903,446,175,104,165,13
38047,05000US38047,"Logan County, North Dakota","Logan County, North Dakota",nd,50,0,ACSSF,36,,,,,38,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,1955,1.969143,992.8175729,523,192,28,0,14,4,0,1,25,14,43,121,23,58,424,52,90,34,5,48,17,41,34,80,4,2,13,4,523,213,54,237,9,10,424,229,57,59,71,8
38049,05000US38049,"McHenry County, North Dakota","McHenry County, North Dakota",nd,50,0,ACSSF,37,,,,,38,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5711,5711,3.047566,1873.954381,1570,401,72,3,11,18,47,17,96,47,133,428,91,206,1195,107,238,69,10,43,48,97,166,324,0,27,34,32,1570,835,192,469,69,5,1195,669,227,157,140,2
38051,05000US38051,"McIntosh County, North Dakota","McIntosh County, North Dakota",nd,50,0,ACSSF,38,,,,,38,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,2788,2.860271,974.7329177,663,209,53,2,5,11,33,3,62,11,51,122,36,65,674,45,142,93,6,57,39,39,47,146,15,2,27,16,663,284,88,242,45,4,674,333,133,92,106,10
38053,05000US38053,"McKenzie County, North Dakota","McKenzie County, North Dakota",nd,50,0,ACSSF,39,,,,,38,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8333,8333,3.018849,2760.323201,2461,629,249,0,44,95,77,40,131,45,95,605,127,324,1654,206,360,42,2,218,67,52,175,373,0,45,69,45,2461,1590,246,502,110,13,1654,910,309,218,217,0
38055,05000US38055,"McLean County, North Dakota","McLean County, North Dakota",nd,50,0,ACSSF,40,,,,,38,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9299,9299,4.405281,2110.875868,2373,512,235,18,50,51,98,13,180,81,81,652,191,211,2097,215,491,186,34,139,121,138,134,487,10,41,71,30,2373,1328,376,469,167,33,2097,1053,440,302,299,3
38057,05000US38057,"Mercer County, North Dakota","Mercer County, North Dakota",nd,50,0,ACSSF,41,,,,,38,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8532,8532,8.180585,1042.957234,2384,250,235,6,86,75,41,0,154,218,36,768,258,257,1963,290,428,88,12,118,117,148,277,357,12,16,48,52,2384,1852,186,233,113,0,1963,1111,386,197,269,0
38059,05000US38059,"Morton County, North Dakota","Morton County, North Dakota",nd,50,0,ACSSF,42,,,,,38,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,28428,14.75805,1926.270349,8240,1606,1039,108,129,297,352,114,703,543,112,1629,586,1022,7651,832,1954,639,56,639,176,266,803,1913,19,39,198,117,8240,5423,1059,1313,445,0,7651,4522,1416,712,962,39
38061,05000US38061,"Mountrail County, North Dakota","Mountrail County, North Dakota",nd,50,0,ACSSF,43,,,,,38,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8743,8743,4.789902,1825.298143,2727,627,213,9,171,72,126,17,195,112,42,638,241,264,1834,265,323,66,23,277,90,71,141,463,5,11,63,36,2727,1283,613,703,45,83,1834,761,614,199,235,25
38063,05000US38063,"Nelson County, North Dakota","Nelson County, North Dakota",nd,50,0,ACSSF,44,,,,,38,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3078,3078,3.135139,981.7746306,867,244,78,4,1,4,9,18,89,23,115,130,47,105,705,67,122,77,4,65,36,56,64,162,5,13,18,16,867,420,127,288,30,2,705,316,158,89,140,2
38065,05000US38065,"Oliver County, North Dakota","Oliver County, North Dakota",nd,50,0,ACSSF,45,,,,,38,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832,1832,2.535603,722.5106649,485,125,21,4,19,3,18,0,22,41,11,137,61,23,351,56,80,13,3,16,40,11,8,90,0,7,7,20,485,230,77,153,22,3,351,184,57,27,75,8
38067,05000US38067,"Pembina County, North Dakota","Pembina County, North Dakota",nd,50,0,ACSSF,46,,,,,38,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266,7266,6.495073,1118.694048,2010,418,133,3,108,39,39,8,165,113,246,355,178,205,1674,154,385,95,31,111,57,82,164,464,22,24,63,22,2010,1236,276,423,73,2,1674,880,435,94,263,2
38069,05000US38069,"Pierce County, North Dakota","Pierce County, North Dakota",nd,50,0,ACSSF,47,,,,,38,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4402,4402,4.321617,1018.600352,1144,201,95,7,0,64,20,0,108,51,74,306,79,139,998,114,320,54,0,117,28,67,74,190,11,1,22,0,1144,598,93,342,85,26,998,559,118,61,247,13
38071,05000US38071,"Ramsey County, North Dakota","Ramsey County, North Dakota",nd,50,0,ACSSF,48,,,,,38,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11522,11522,9.70802,1186.853721,3202,641,321,2,76,216,152,22,419,145,109,568,155,376,2836,363,705,106,10,230,76,240,372,644,15,2,52,21,3202,1901,582,539,164,16,2836,1444,595,173,617,7
38073,05000US38073,"Ransom County, North Dakota","Ransom County, North Dakota",nd,50,0,ACSSF,49,,,,,38,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5452,5452,6.322207,862.3569962,1541,354,125,0,29,41,50,4,50,39,119,238,248,244,1238,87,319,86,0,173,62,65,54,206,0,7,165,14,1541,995,117,328,72,29,1238,675,312,70,181,0
38075,05000US38075,"Renville County, North Dakota","Renville County, North Dakota",nd,50,0,ACSSF,50,,,,,38,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546,2546,2.902903,877.0530458,774,198,61,0,7,15,19,2,70,42,29,170,59,102,563,126,107,35,6,36,3,22,42,137,12,8,19,10,774,451,123,185,15,0,563,283,179,74,27,0
38077,05000US38077,"Richland County, North Dakota","Richland County, North Dakota",nd,50,0,ACSSF,51,,,,,38,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16307,16307,11.3576,1435.779094,4824,970,430,21,103,92,210,62,392,196,251,920,679,498,3997,475,995,287,25,401,98,319,295,782,38,26,201,55,4824,3158,559,942,162,3,3997,2122,901,369,595,10
38079,05000US38079,"Rolette County, North Dakota","Rolette County, North Dakota",nd,50,0,ACSSF,52,,,,,38,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14341,14341,15.88012,903.0789764,2271,362,322,0,116,108,159,50,169,110,95,504,53,223,2618,334,799,122,17,229,150,112,237,490,0,4,102,22,2271,978,893,340,60,0,2618,1078,1318,107,99,16
38081,05000US38081,"Sargent County, North Dakota","Sargent County, North Dakota",nd,50,0,ACSSF,53,,,,,38,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863,3863,4.499639,858.5134201,1158,264,98,0,7,0,36,6,49,38,44,204,311,101,904,119,153,43,5,49,29,42,84,203,8,13,132,24,1158,767,57,284,48,2,904,531,218,82,63,10
38083,05000US38083,"Sheridan County, North Dakota","Sheridan County, North Dakota",nd,50,0,ACSSF,54,,,,,38,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,1320,1.357495,972.3789917,431,145,45,2,2,10,18,2,20,2,21,96,47,21,286,50,45,30,0,21,23,17,22,55,6,2,15,0,431,203,45,159,22,2,286,150,62,44,28,2
38085,05000US38085,"Sioux County, North Dakota","Sioux County, North Dakota",nd,50,0,ACSSF,55,,,,,38,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317,4317,3.945729,1094.094311,597,137,97,0,42,37,53,14,14,48,12,87,30,26,703,89,181,13,14,55,52,77,34,158,0,0,18,12,597,193,270,92,42,0,703,132,480,40,51,0
38087,05000US38087,"Slope County, North Dakota","Slope County, North Dakota",nd,50,0,ACSSF,56,,,,,38,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,715,0.5885152,1214.92183,261,117,14,0,4,3,0,0,8,3,28,40,8,36,128,43,23,0,0,12,2,2,16,26,0,0,2,2,261,141,17,102,1,0,128,56,40,24,8,0
38089,05000US38089,"Stark County, North Dakota","Stark County, North Dakota",nd,50,0,ACSSF,57,,,,,38,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27038,27038,20.2572,1334.735228,8459,1468,786,21,301,174,208,79,728,505,145,2264,758,1022,6975,677,1518,364,57,572,251,597,600,1722,45,82,332,158,8459,5896,978,1229,342,14,6975,4107,1355,800,713,0
38091,05000US38091,"Steele County, North Dakota","Steele County, North Dakota",nd,50,0,ACSSF,58,,,,,38,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,1982,2.782866,712.2154141,609,170,23,0,13,2,13,5,43,19,43,136,58,84,409,38,76,60,0,7,25,21,23,114,0,7,15,23,609,372,30,190,12,5,409,248,60,31,69,1
38093,05000US38093,"Stutsman County, North Dakota","Stutsman County, North Dakota",nd,50,0,ACSSF,59,,,,,38,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21056,21056,9.477324,2221.724382,5849,975,655,110,169,191,295,107,471,216,346,846,785,683,5272,586,1222,525,72,482,106,304,559,1079,31,0,205,101,5849,3916,638,830,452,13,5272,2828,1125,394,899,26
38095,05000US38095,"Towner County, North Dakota","Towner County, North Dakota",nd,50,0,ACSSF,60,,,,,38,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292,2292,2.237056,1024.560732,647,290,65,0,5,6,17,7,43,15,68,57,14,60,493,59,106,42,5,51,11,21,41,138,4,0,15,0,647,277,65,289,13,3,493,263,108,45,73,4
38097,05000US38097,"Traill County, North Dakota","Traill County, North Dakota",nd,50,0,ACSSF,61,,,,,38,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106,8106,9.404265,861.9492724,2270,491,220,26,42,58,83,10,222,62,138,423,138,357,1861,264,446,157,14,79,85,100,147,437,17,3,49,63,2270,1456,347,365,90,12,1861,965,452,113,331,0
38099,05000US38099,"Walsh County, North Dakota","Walsh County, North Dakota",nd,50,0,ACSSF,62,,,,,38,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11052,11052,8.621367,1281.931178,3064,660,215,3,45,36,70,33,288,68,364,536,312,434,2569,243,633,201,0,226,103,227,299,408,81,12,61,75,3064,1841,408,662,137,16,2569,1336,603,245,382,3
38101,05000US38101,"Ward County, North Dakota","Ward County, North Dakota",nd,50,0,ACSSF,63,,,,,38,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65854,65854,32.70982,2013.27932,18969,2837,1839,207,626,647,689,330,1928,881,246,4587,1354,2798,15561,1612,3846,1027,105,1147,509,1516,1816,3263,23,99,360,238,18969,13280,2440,1881,1365,3,15561,8835,3258,1162,2298,8
38103,05000US38103,"Wells County, North Dakota","Wells County, North Dakota",nd,50,0,ACSSF,64,,,,,38,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210,4210,3.312231,1271.04668,1103,355,52,3,9,11,40,5,89,29,101,195,56,158,962,74,189,65,10,57,29,93,156,209,10,9,48,13,1103,524,148,352,68,11,962,538,175,127,119,3
38105,05000US38105,"Williams County, North Dakota","Williams County, North Dakota",nd,50,0,ACSSF,65,,,,,38,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27066,27066,13.02878,2077.40139,9170,1202,845,128,95,172,226,118,1020,260,78,2774,690,1562,5830,828,1245,337,62,293,265,411,428,1593,4,35,201,128,9170,6576,686,1465,443,0,5830,3254,1075,626,851,24
39001,05000US39001,"Adams County, Ohio","Adams County, Ohio",oh,50,0,ACSSF,13,,,,,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28342,28342,48.54187,583.8671438,5154,675,436,13,189,47,192,46,397,185,98,1161,819,896,4896,421,1071,821,26,341,209,205,533,746,0,48,386,89,5154,3804,557,604,176,13,4896,3286,820,319,460,11
39003,05000US39003,"Allen County, Ohio","Allen County, Ohio",oh,50,0,ACSSF,14,,,,,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105562,105562,262.2687,402.4956409,24470,2582,2941,107,697,1310,1297,290,2347,1623,58,3656,4130,3432,21768,1591,5049,1610,80,1975,994,1175,2777,4238,0,114,1345,820,24470,18877,2214,1867,1465,47,21768,14754,2487,1099,3428,0
39005,05000US39005,"Ashland County, Ohio","Ashland County, Ohio",oh,50,0,ACSSF,15,,,,,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53202,53202,125.788,422.9497897,12019,1583,1447,70,174,243,483,73,1172,715,233,2100,2108,1618,11253,1193,2595,887,105,1069,313,507,822,2538,61,69,800,294,12019,8980,1041,1210,678,110,11253,7755,1349,317,1800,32
39007,05000US39007,"Ashtabula County, Ohio","Ashtabula County, Ohio",oh,50,0,ACSSF,16,,,,,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100346,100346,142.957,701.9311348,21965,2235,2010,112,654,787,1162,198,2017,1261,192,3838,4696,2803,19302,1691,4422,1663,60,1512,826,930,2340,3663,104,97,1343,651,21965,16741,2025,2239,935,25,19302,13392,2452,1064,2383,11
39009,05000US39009,"Athens County, Ohio","Athens County, Ohio",oh,50,0,ACSSF,17,,,,,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64840,64840,128.7534,503.5982684,13312,1261,3130,167,334,1013,888,320,1270,1037,32,2011,746,1103,13268,1078,4097,437,56,1821,406,785,1655,2350,13,64,257,249,13312,7166,4121,1203,792,30,13268,6646,4475,649,1477,21
39011,05000US39011,"Auglaize County, Ohio","Auglaize County, Ohio",oh,50,0,ACSSF,18,,,,,39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45867,45867,114.2715,401.386113,11940,1415,1572,50,172,305,441,105,781,743,153,2096,2738,1369,10469,979,2678,429,58,974,403,467,976,2200,36,65,838,366,11940,9384,956,1026,568,6,10469,7000,1524,668,1262,15
